method,parameter,max_support_size,total_features,score,mae,mse,features_names,feature_weights,feature_complexities,support_size
L0,9.41987e-27,5.0,5,1.0,3.3894321334748996e-13,1.6192308422578146e-25,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-2.282618538629322e-13, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,5.7564699999999996e-27,5.0,5,1.0,2.8022407798777907e-13,1.0538469832209815e-25,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-1.7719159473017498e-13, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,3.7570699999999996e-27,5.0,5,1.0,2.2205778219694706e-13,7.103584457345159e-26,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-1.4810375148499588e-13, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,2.9576099999999998e-27,5.0,5,1.0,1.899969495058123e-13,4.656371351596123e-26,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-1.4011014570769476e-13, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,1.90478e-27,5.0,5,1.0,1.5244778306177104e-13,3.275164078306997e-26,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-1.0258460747536446e-13, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,1.1636699999999999e-27,5.0,5,1.0,1.2600978317482072e-13,2.1284017291576685e-26,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-7.993605777301127e-14, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,7.587329999999999e-28,5.0,5,1.0,9.987940442879999e-14,1.436962791525135e-26,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-6.661338147750939e-14, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,5.97344e-28,5.0,5,1.0,8.544324865641791e-14,9.3977551868518e-27,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-6.328271240363392e-14, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,3.8436e-28,5.0,5,1.0,6.85690703852802e-14,6.621318738577801e-27,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-4.618527782440651e-14, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,2.3527199999999997e-28,5.0,5,1.0,5.654465829927007e-14,4.295494892941401e-27,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-3.574918139293004e-14, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,1.53678e-28,5.0,5,1.0,4.494472097813198e-14,2.907529308773707e-27,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-2.9976021664879227e-14, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,1.2089999999999998e-28,5.0,5,1.0,3.828891122606983e-14,1.8895730281868008e-27,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-2.842170943040401e-14, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
L0,7.79715e-29,5.0,5,1.0,3.090070264241491e-14,1.3423799774165227e-27,"['F_0', 'F_1', 'F_2', 'F_3', 'F_4']","[-2.0872192862952943e-14, -1.0, -3.0, -1.0, -2.0, -1.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",5.0
