method,parameter,total_features,score,mae,mse,features_names,feature_weights,feature_complexities,support_size
omp,6,68,0.9895526388652071,0.20435818255073945,0.06530646183465665,"['n_count(c_all(r_primitive(on,0,1),c_primitive(clear_g,0)))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_count(r_transitive_closure(r_primitive(on,0,1)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_not(r_identity(c_primitive(clear,0))))']","[-0.4536246108960854, 0.11797511570685505, 0.05740418317490602, -1.8465721571879394, -0.053971631101921456, -0.032431379773677535]","[4.0, 4.0, 3.0, 4.0, 4.0, 4.0]",0
omp,7,68,0.9942755506019594,0.15630142978316486,0.03578353723147847,"['n_count(c_not(c_primitive(holding,0)))', 'n_count(c_all(r_primitive(on,0,1),c_primitive(clear_g,0)))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_count(r_transitive_closure(r_primitive(on,0,1)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_not(r_identity(c_primitive(clear,0))))']","[0.3393774163936569, -0.48693215106993776, 0.0773557793462802, 0.001691977721776218, -1.8448173560988563, -0.026151479918858564, -0.05422263467610836]","[3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0]",0
omp,8,68,0.9997575946780274,0.024939641424460268,0.0015152758389100046,"['n_count(c_not(c_primitive(holding,0)))', 'n_count(c_all(r_primitive(on,0,1),c_primitive(clear_g,0)))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_count(r_transitive_closure(r_primitive(on,0,1)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_not(r_identity(c_primitive(clear,0))))', 'n_concept_distance(c_primitive(clear_g,0),r_top,c_primitive(on,1))']","[0.40642879695746537, -0.5896420291828837, 0.08000583921794444, -0.0008751010113225155, -2.0017650497339314, 0.0005890744076650386, -0.04695599937089395, -0.590447338583709]","[3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0]",0
omp,9,68,0.9997731598559434,0.02363911507927727,0.001417977900760199,"['n_count(c_not(c_primitive(holding,0)))', 'n_count(c_all(r_primitive(on,0,1),c_primitive(clear_g,0)))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_count(r_transitive_closure(r_primitive(on,0,1)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_not(r_identity(c_primitive(clear,0))))', 'n_concept_distance(c_primitive(clear_g,0),r_top,c_primitive(on,1))']","[0.40925503980437594, -0.5879024441230043, 0.078525339580586, 0.0004123080618474652, -2.001505146015731, 0.001333920891348245, -0.009748941979691264, -0.04697858592226447, -0.5882918863845601]","[3.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0]",0
omp,1,79,-0.02875431911017845,2.0131924566595396,6.430743975573168,['n_count(r_top)'],[-0.054138224336137325],[2.0],0
omp,2,79,0.14342155546063862,1.8627107419824642,5.354472461988649,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))']","[-0.12490235572127058, 0.18102865933207127]","[2.0, 4.0]",0
omp,3,79,0.9636781671145761,0.4439193226291222,0.22704780302817815,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))']","[-0.02144736673280499, 0.026681859676304976, -1.924629576212997]","[2.0, 4.0, 4.0]",0
omp,4,79,0.9762783214757639,0.3161939067802818,0.14828422921437798,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_count(r_transitive_closure(r_primitive(on,0,1)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))']","[-0.06103740551282657, 0.08494273274245907, 0.12065467876803931, -2.007138043784361]","[2.0, 4.0, 3.0, 4.0]",0
omp,5,79,0.9803442601409017,0.2736198122492018,0.1228680437460138,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_count(r_transitive_closure(r_primitive(on,0,1)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))']","[-0.06522031277724034, 0.1039171172964786, 0.11844284585860704, -2.005473005452299, -0.09931301349375543]","[2.0, 4.0, 3.0, 4.0, 4.0]",0
omp,6,79,0.9904307461642939,0.18716121908402805,0.05981741248768096,"['n_count(r_top)', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on,0)))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_count(r_transitive_closure(r_primitive(on,0,1)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))']","[-0.03155096171459698, -0.4754415075294452, 0.11754509691317416, 0.19119712302404435, -1.996292006500419, -0.04444363818047026]","[2.0, 4.0, 4.0, 3.0, 4.0, 4.0]",0
omp,7,79,0.994694614133269,0.13998687551572853,0.033163970801193134,"['n_count(r_top)', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on,0)))', 'n_count(c_not(c_primitive(holding,0)))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_count(r_transitive_closure(r_primitive(on,0,1)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))']","[-0.055191859028270694, -0.4799659056246476, 0.32696884836994927, 0.0813541689412247, 0.14397553675379393, -2.0056012862016948, -0.020447803432486197]","[2.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0]",0
omp,8,79,0.9958152123365724,0.12454769448724275,0.026159110640639957,"['n_count(r_top)', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on,0)))', 'n_count(c_not(c_primitive(holding,0)))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_count(r_transitive_closure(r_primitive(on,0,1)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(on-table,0))']","[-0.05258765614989705, -0.5060791703467605, 0.3547329653054019, 0.06985400514015506, 0.15714806813316884, -2.0037205011596715, -0.008949177572108181, -0.08340999167681402]","[2.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0]",0
omp,9,79,0.9998804561178042,0.017481305117623743,0.0007472688920636303,"['n_count(r_top)', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on,0)))', 'n_count(c_not(c_primitive(holding,0)))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_count(r_transitive_closure(r_primitive(on,0,1)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on-table,0)))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(on-table,0))']","[-0.02473840192235168, -0.4222595891019481, 0.5766269940954752, 0.060847351413258095, 0.005174957149559088, -2.0009967502402293, -0.40462716493053535, 0.001026883273187422, -0.009388471776440758]","[2.0, 4.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 4.0]",0
omp,1,90,-0.02875431911017845,2.0131924566595396,6.430743975573168,['n_count(r_top)'],[-0.054138224336137325],[2.0],0
omp,2,90,0.14342155546063862,1.8627107419824642,5.354472461988649,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))']","[-0.12490235572127058, 0.18102865933207127]","[2.0, 4.0]",0
omp,3,90,0.9636781671145761,0.4439193226291222,0.22704780302817815,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))']","[-0.02144736673280499, 0.026681859676304976, -1.924629576212997]","[2.0, 4.0, 4.0]",0
omp,4,90,0.9995226713804561,0.031207735862762025,0.002983781538001892,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))']","[-0.14938597880957577, 0.14928760103828878, -2.0036854973481044, 0.14977587617411914]","[2.0, 4.0, 4.0, 4.0]",0
omp,5,90,0.9995563211191796,0.03449189404112896,0.002773436997467969,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))', 'n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))))']","[-0.15585213217435523, 0.1483627351018165, -2.0000207351365824, 0.1529082730321795, 0.007212905867070282]","[2.0, 4.0, 4.0, 4.0, 4.0]",0
omp,6,90,0.9995788112535753,0.03363759748552496,0.00263285115147124,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))', 'n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))))']","[-0.15816416653025198, 0.14777293476847894, -2.0000612276149954, 0.008221551574363842, 0.155133763779746, 0.008768306707944349]","[2.0, 4.0, 4.0, 4.0, 4.0, 4.0]",0
omp,7,90,0.9996923837654574,0.03226605077648917,0.001922909299456334,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on-table,0)))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))', 'n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))))']","[-0.15572438765330057, 0.14867947433865383, -1.9997253178271794, -0.04540769707939091, 0.006954221825288841, 0.1514202693898559, 0.01451037744214685]","[2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",0
omp,8,90,0.9997036308341445,0.03165369971108127,0.0018526038651476566,"['n_count(r_top)', 'n_sum_concept_distance(c_primitive(on-table,0),r_primitive(on,0,1),c_primitive(on,0))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on-table,0)))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))', 'n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))))']","[-0.15531369511452242, -0.008645038553147294, 0.15020978207313884, -1.9997184070887812, -0.04706271810740921, 0.008211166422702103, 0.15116100845610245, 0.013616935491275272]","[2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",0
omp,9,90,0.9997512812880712,0.02724756524026362,0.0015547408439863816,"['n_count(r_top)', 'n_sum_concept_distance(c_primitive(on-table,0),r_primitive(on,0,1),c_primitive(on,0))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on-table,0)))', 'n_sum_concept_distance(c_primitive(clear,0),r_top,c_primitive(on,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))', 'n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))))']","[-0.15190741077398273, -0.01666364058773697, 0.15412412737276282, -1.999683836383735, -0.06925164424961328, -0.04359560838381995, 0.015159289213570763, 0.1490468826843849, 0.012262088772182772]","[2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",0
omp,1,100,-0.02875431911017845,2.0131924566595396,6.430743975573168,['n_count(r_top)'],[-0.054138224336137325],[2.0],0
omp,2,100,0.14342155546063862,1.8627107419824642,5.354472461988649,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))']","[-0.12490235572127058, 0.18102865933207127]","[2.0, 4.0]",0
omp,3,100,0.9636781671145761,0.4439193226291222,0.22704780302817815,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))']","[-0.02144736673280499, 0.026681859676304976, -1.924629576212997]","[2.0, 4.0, 4.0]",0
omp,4,100,0.9995226713804561,0.031207735862762025,0.002983781538001892,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))']","[-0.14938597880957577, 0.14928760103828878, -2.0036854973481044, 0.14977587617411914]","[2.0, 4.0, 4.0, 4.0]",0
omp,5,100,0.9995563211191796,0.03449189404112896,0.002773436997467969,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))', 'n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))))']","[-0.15585213217435523, 0.1483627351018165, -2.0000207351365824, 0.1529082730321795, 0.007212905867070282]","[2.0, 4.0, 4.0, 4.0, 4.0]",0
omp,6,100,0.9995788112535753,0.03363759748552496,0.00263285115147124,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))', 'n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))))']","[-0.15816416653025198, 0.14777293476847894, -2.0000612276149954, 0.008221551574363842, 0.155133763779746, 0.008768306707944349]","[2.0, 4.0, 4.0, 4.0, 4.0, 4.0]",0
omp,7,100,0.9996923837654574,0.03226605077648917,0.001922909299456334,"['n_count(r_top)', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on-table,0)))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))', 'n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))))']","[-0.15572438765330057, 0.14867947433865383, -1.9997253178271794, -0.04540769707939091, 0.006954221825288841, 0.1514202693898559, 0.01451037744214685]","[2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",0
omp,8,100,0.9997036308341445,0.03165369971108127,0.0018526038651476566,"['n_count(r_top)', 'n_sum_concept_distance(c_primitive(on-table,0),r_primitive(on,0,1),c_primitive(on,0))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on-table,0)))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))', 'n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))))']","[-0.15531369511452242, -0.008645038553147294, 0.15020978207313884, -1.9997184070887812, -0.04706271810740921, 0.008211166422702103, 0.15116100845610245, 0.013616935491275272]","[2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",0
omp,9,100,0.9997512812880712,0.027247565240263703,0.0015547408439863845,"['n_count(r_top)', 'n_sum_concept_distance(c_primitive(on-table,0),r_primitive(on,0,1),c_primitive(on,0))', 'n_count(r_restrict(r_top,c_primitive(clear,0)))', 'n_concept_distance(c_primitive(clear,0),r_primitive(on,0,1),c_primitive(clear_g,0))', 'n_count(c_all(r_primitive(on,0,1),c_primitive(on-table,0)))', 'n_sum_concept_distance(c_primitive(clear,0),r_top,c_primitive(on,0))', 'n_sum_concept_distance(c_primitive(on,0),r_primitive(on,0,1),c_primitive(on-table,0))', 'n_count(r_restrict(r_top,c_primitive(on,0)))', 'n_count(r_not(r_transitive_reflexive_closure(r_primitive(on,0,1))))']","[-0.15190741077398273, -0.01666364058773697, 0.15412412737276282, -1.999683836383735, -0.06925164424961328, -0.04359560838381995, 0.015159289213570763, 0.1490468826843849, 0.012262088772182772]","[2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",0
